week,CoP,ambient_temp,module_current,humidity
0,1.5098188197136782,23.35661895595464,5.073637842728623,38.961038915780705
1,1.4838704513814307,25.186426875880574,5.134339551694716,39.33377455842855
2,1.4946954051152224,26.965300137922366,5.280189991389539,42.38298548039932
3,1.4873155383074692,26.646535898172143,5.3091660558851554,42.79420815348825
4,1.489642043152734,26.85724772327353,5.393313480693728,45.292217816362516
5,1.5135323137408376,28.340133301184057,5.237093281107399,44.44480415080449
6,1.5052054817228053,28.60835555399286,5.491221751548521,46.8031591799432
7,1.4970925904721568,29.188083412465996,5.36930168534101,46.98189393777321
8,1.5117349061791465,28.572625520558574,5.616082064104241,46.05852154287486
9,1.520825840307679,30.499806195200474,5.297204699047764,48.71707733842855
10,1.5075229295232275,29.997249418970863,5.172069747747087,48.0942406252113
11,1.4946235565483457,30.16945793869593,5.188980601981378,48.93159366018505
12,1.512552133576094,29.91009932013972,4.808775946436357,50.49832424078527
13,1.4998651184364957,30.189042718566714,4.806587880930071,49.797784702658916
14,1.506147275509589,30.05675267449973,4.626013745049854,48.088600594864815
15,1.4989653194004449,29.674584995769415,4.625506989952995,50.64130170954685
16,1.4867769372763295,29.50663950353451,4.433300126046187,49.24024906365923
17,1.4887814976805631,29.19200929248297,4.5883636625464685,50.13606897495641
18,1.4884754544458774,29.059230377645456,4.525274958097583,49.98638462410281
19,1.4766754087092153,29.511441800578865,4.343026936896674,47.05109675498279
20,1.5091969296529655,28.890575454909087,4.307131550325854,47.36501808511815
21,1.476553002358662,28.68794884030035,4.361212463623166,45.56396471579406
22,1.4653046851958844,26.861748406921638,4.578913579132436,45.01525165585707
23,1.4827916272820878,26.89140174984049,4.422990002694425,44.04921763151113
24,1.4766093143254617,26.07303253842177,4.651067922044663,43.9371922959818
25,1.4727535432154655,25.57941399140768,4.597193020126419,41.956115686392934
26,1.4730680054421796,25.151029862716523,4.474980974694827,41.48950926258639
27,1.4600289237135875,24.07560205103011,4.86833382937099,38.20994631944246
28,1.4579146853478628,24.271398390044208,5.055344524674147,37.89551800951285
29,1.4579497302426325,22.85369923037364,4.900339702734657,38.620307030416974
30,1.4537802531145252,22.079705813581707,5.245639070352292,36.78169899879839
31,1.4591821380745325,21.51118181996869,5.2166298949142735,35.856931169765
32,1.4548083625357815,21.979585389093803,5.207778285664884,32.53960385455033
33,1.44940076370686,20.623030188656685,5.106795415501424,32.95826790893709
34,1.4408228671939687,21.100110949707382,5.2342747580585405,32.2719579587259
35,1.423569450630924,20.39952854914619,5.161441432977106,32.63964560664687
